Product_name,Div_id,Group_id,Class_id,Cat_id
Cement,44000000,44100000,44110000,44111200
Drilling cement,44000000,44100000,44110000,44111210
Ceramics,44000000,44100000,44110000,44111300
Paints and wallcoverings,44000000,44100000,44110000,44111400
Insulators and insulating fittings,44000000,44100000,44110000,44111500
Insulators,44000000,44100000,44110000,44111510
Electrical insulators,44000000,44100000,44110000,44111511
Thermal insulating material,44000000,44100000,44110000,44111520
Electrical insulating fittings,44000000,44100000,44110000,44111530
Insulating glass,44000000,44100000,44110000,44111540
Blocks,44000000,44100000,44110000,44111600
Tiles,44000000,44100000,44110000,44111700
Mortar (construction),44000000,44100000,44110000,44111800
Ceramic flags,44000000,44100000,44110000,44111900
Miscellaneous building structures,44000000,44100000,44110000,44112000
Shelters,44000000,44100000,44110000,44112100
Shelter parts,44000000,44100000,44110000,44112110
Profile sections,44000000,44100000,44110000,44112120
Floor coverings,44000000,44100000,44110000,44112200
Solid flooring,44000000,44100000,44110000,44112210
False floors,44000000,44100000,44110000,44112220
Linoleum,44000000,44100000,44110000,44112230
Parquet,44000000,44100000,44110000,44112240
Partitions,44000000,44100000,44110000,44112300
Partition walls,44000000,44100000,44110000,44112310
Roof,44000000,44100000,44110000,44112400
Roof frames,44000000,44100000,44110000,44112410
Roof supports,44000000,44100000,44110000,44112420
Roof trusses,44000000,44100000,44110000,44112430
Roofing materials,44000000,44100000,44110000,44112500
Shingles,44000000,44100000,44110000,44112510
Sound insulation,44000000,44100000,44110000,44112600
Beams,44000000,44100000,44110000,44112700
Road-construction materials,44000000,44100000,44110000,44113000
Paving materials,44000000,44100000,44110000,44113100
Paving slabs,44000000,44100000,44110000,44113120
Paving stones,44000000,44100000,44110000,44113130
Roadstone,44000000,44100000,44110000,44113140
Flagstones,44000000,44100000,44110000,44113200
Coated materials,44000000,44100000,44110000,44113300
Coated road materials,44000000,44100000,44110000,44113310
Coated roadstone,44000000,44100000,44110000,44113320
Coating materials,44000000,44100000,44110000,44113330
Glass beads,44000000,44100000,44110000,44113500
Bitumen and asphalt,44000000,44100000,44110000,44113600
Bitumen,44000000,44100000,44110000,44113610
Asphalt,44000000,44100000,44110000,44113620
Road-repair materials,44000000,44100000,44110000,44113700
Road-surfacing materials,44000000,44100000,44110000,44113800
Surface dressing,44000000,44100000,44110000,44113810
Road-maintenance materials,44000000,44100000,44110000,44113900
Winter-maintenance materials,44000000,44100000,44110000,44113910
Concrete,44000000,44100000,44110000,44114000
Ready-mixed concrete,44000000,44100000,44110000,44114100
Concrete products,44000000,44100000,44110000,44114200
Concrete piles,44000000,44100000,44110000,44114210
Concrete pipes and fittings,44000000,44100000,44110000,44114220
Concrete slabs,44000000,44100000,44110000,44114250
Building fittings,44000000,44100000,44110000,44115000
Ducting,44000000,44100000,44110000,44115100
Plumbing and heating materials,44000000,44100000,44110000,44115200
Plumbing materials,44000000,44100000,44110000,44115210
Heating materials,44000000,44100000,44110000,44115220
Roller-type shutters,44000000,44100000,44110000,44115310
Skylights,44000000,44100000,44110000,44115400
Sprinkler systems,44000000,44100000,44110000,44115500
Stairlifts,44000000,44100000,44110000,44115600
Exterior blinds,44000000,44100000,44110000,44115700
Canopies,44000000,44100000,44110000,44115710
Building internal fittings,44000000,44100000,44110000,44115800
Curtain rails and hangings,44000000,44100000,44110000,44115810
Curtain rails,44000000,44100000,44110000,44115811
Sun protection devices,44000000,44100000,44110000,44115900
Sewer mains,44000000,44100000,44130000,
Sewage chambers,44000000,44100000,44130000,44131000
Culvert elements,44000000,44100000,44130000,44132000
Ductile-iron end caps,44000000,44100000,44130000,44133000
Bends,44000000,44100000,44130000,44134000
Products related to construction materials,44000000,44100000,44140000,
Conduit,44000000,44100000,44140000,44141000
Electric conduit,44000000,44100000,44140000,44141100
Frames,44000000,44100000,44140000,44142000
Pallets,44000000,44100000,44140000,44143000
Posts,44000000,44100000,44140000,44144000
"Pipeline, piping, pipes, casing, tubing and related items",44000000,44100000,44160000,
Pipelines,44000000,44100000,44160000,44161000
Gas pipelines,44000000,44100000,44160000,44161100
Gas-distribution network,44000000,44100000,44160000,44161110
Water mains,44000000,44100000,44160000,44161200
Underwater pipeline,44000000,44100000,44160000,44161400
Subsea pipelines,44000000,44100000,44160000,44161410
High-pressure pipeline,44000000,44100000,44160000,44161500
Low-pressure pipeline,44000000,44100000,44160000,44161600
Pipeline pigs,44000000,44100000,44160000,44161700
Pig launchers,44000000,44100000,44160000,44161710
Pig receivers,44000000,44100000,44160000,44161720
Pig traps,44000000,44100000,44160000,44161730
Piping,44000000,44100000,44160000,44162000
Piping supplies,44000000,44100000,44160000,44162100
Distribution piping,44000000,44100000,44160000,44162200
Outfall piping,44000000,44100000,44160000,44162300
Vitrified clay manholes,44000000,44100000,44160000,44162400
Drinking-water piping,44000000,44100000,44160000,44162500
Pipes and fittings,44000000,44100000,44160000,44163000
Pipes,44000000,44100000,44160000,44163100
Drainage pipes,44000000,44100000,44160000,44163110
Drain pipes,44000000,44100000,44160000,44163111
Drainage system,44000000,44100000,44160000,44163112
Distance-heating pipes,44000000,44100000,44160000,44163120
Heating pipes,44000000,44100000,44160000,44163121
Sewer pipes,44000000,44100000,44160000,44163130
Steam and water pipes,44000000,44100000,44160000,44163140
Low-pressure pipes,44000000,44100000,44160000,44163150
Distribution pipes and accessories,44000000,44100000,44160000,44163160
Pipe fittings,44000000,44100000,44160000,44163200
Pipe clamps,44000000,44100000,44160000,44163210
Pipe connectors,44000000,44100000,44160000,44163230
Pipe joints,44000000,44100000,44160000,44163240
Insulated joints,44000000,44100000,44160000,44163241
Casing and tubing,44000000,44100000,44160000,44164000
Casing,44000000,44100000,44160000,44164100
Tubing,44000000,44100000,44160000,44164200
Tubular goods,44000000,44100000,44160000,44164300
Tubes and fittings,44000000,44100000,44160000,44164310
"Hoses, risers and sleeves",44000000,44100000,44160000,44165000
Hoses,44000000,44100000,44160000,44165100
Drilling hoses,44000000,44100000,44160000,44165110
Risers,44000000,44100000,44160000,44165200
Flexible risers,44000000,44100000,44160000,44165210
Sleeves,44000000,44100000,44160000,44165300
Oil country tubular goods,44000000,44100000,44160000,44166000
Various pipe fittings,44000000,44100000,44160000,44167000
Couplings,44000000,44100000,44160000,44167100
Flanges,44000000,44100000,44160000,44167110
Flange adaptors,44000000,44100000,44160000,44167111
Repair clamps and collars,44000000,44100000,44160000,44167200
"Bends, tees and pipe fittings",44000000,44100000,44160000,44167300
Elbows,44000000,44100000,44160000,44167400
"Plates, sheets, strip and foil related to construction materials",44000000,44100000,44170000,
Plates (construction),44000000,44100000,44170000,44171000
Sheets (construction),44000000,44100000,44170000,44172000
Strip,44000000,44100000,44170000,44173000
Foil,44000000,44100000,44170000,44174000
Panels,44000000,44100000,44170000,44175000
Film,44000000,44100000,44170000,44176000
Miscellaneous construction materials,44000000,44100000,44190000,
Miscellaneous construction materials in wood,44000000,44100000,44190000,44191000
Plywood,44000000,44100000,44190000,44191100
Laminated wood,44000000,44100000,44190000,44191200
Particle board,44000000,44100000,44190000,44191300
Fibreboard,44000000,44100000,44190000,44191400
Densified wood,44000000,44100000,44190000,44191500
Parquet panels,44000000,44100000,44190000,44191600
Other miscellaneous construction materials,44000000,44100000,44190000,44192000
PVC foam,44000000,44100000,44190000,44192100
Nails,44000000,44100000,44190000,44192200
Structural products,44000000,44200000,,
Structures and parts of structures,44000000,44200000,44210000,
Prefabricated buildings,44000000,44200000,44210000,44211000
Modular and portable buildings,44000000,44200000,44210000,44211100
Cabins,44000000,44200000,44210000,44211110
Cubicles,44000000,44200000,44210000,44211200
Field hospital,44000000,44200000,44210000,44211300
Field kitchens,44000000,44200000,44210000,44211400
Glasshouses,44000000,44200000,44210000,44211500
Structural products and parts except prefabricated buildings,44000000,44200000,44210000,44212000
Bridge,44000000,44200000,44210000,44212100
Bridge sections,44000000,44200000,44210000,44212110
Structures of bridges,44000000,44200000,44210000,44212120
"Towers, lattice masts, derricks and pylons",44000000,44200000,44210000,44212200
Derricks,44000000,44200000,44210000,44212210
Drilling derricks,44000000,44200000,44210000,44212211
Static drilling derricks,44000000,44200000,44210000,44212212
"Pylons, poles and pickets",44000000,44200000,44210000,44212220
Pylons,44000000,44200000,44210000,44212221
Electricity transmission pylons,44000000,44200000,44210000,44212222
Pylon supports,44000000,44200000,44210000,44212223
Poles for carrying overhead lines,44000000,44200000,44210000,44212224
Poles,44000000,44200000,44210000,44212225
Electricity poles,44000000,44200000,44210000,44212226
Pickets,44000000,44200000,44210000,44212227
Towers,44000000,44200000,44210000,44212230
Water towers,44000000,44200000,44210000,44212233
Girders,44000000,44200000,44210000,44212240
Masts,44000000,44200000,44210000,44212250
Radio or television masts,44000000,44200000,44210000,44212260
Radio masts,44000000,44200000,44210000,44212261
Television masts,44000000,44200000,44210000,44212262
Lattice masts,44000000,44200000,44210000,44212263
Structures and parts,44000000,44200000,44210000,44212300
Scaffolding,44000000,44200000,44210000,44212310
Arch struts,44000000,44200000,44210000,44212311
Arch stilts,44000000,44200000,44210000,44212312
Supports,44000000,44200000,44210000,44212313
Pipe-hanging brackets,44000000,44200000,44210000,44212314
Equipment for scaffolding,44000000,44200000,44210000,44212315
Arch clips,44000000,44200000,44210000,44212316
Scaffolding structures,44000000,44200000,44210000,44212317
Pipeline supports,44000000,44200000,44210000,44212318
Miscellaneous structures,44000000,44200000,44210000,44212320
Bus shelters,44000000,44200000,44210000,44212321
Telephone booths,44000000,44200000,44210000,44212322
Security screens,44000000,44200000,44210000,44212329
Parts of structures,44000000,44200000,44210000,44212380
Cladding,44000000,44200000,44210000,44212381
Floodgates,44000000,44200000,44210000,44212382
Lock gates,44000000,44200000,44210000,44212383
Sluices,44000000,44200000,44210000,44212390
Sluice gates,44000000,44200000,44210000,44212391
Piling,44000000,44200000,44210000,44212400
Sheet piling,44000000,44200000,44210000,44212410
Angles and sections,44000000,44200000,44210000,44212500
Angles,44000000,44200000,44210000,44212510
Sections,44000000,44200000,44210000,44212520
Builders' joinery,44000000,44200000,44220000,
"Windows, doors and related items",44000000,44200000,44220000,44221000
Windows,44000000,44200000,44220000,44221100
Window frames,44000000,44200000,44220000,44221110
Double-glazed units,44000000,44200000,44220000,44221111
French windows,44000000,44200000,44220000,44221120
Doors,44000000,44200000,44220000,44221200
Door blanks,44000000,44200000,44220000,44221210
Door frames,44000000,44200000,44220000,44221211
Door screens,44000000,44200000,44220000,44221212
Door thresholds,44000000,44200000,44220000,44221213
Fire doors,44000000,44200000,44220000,44221220
Sliding doors,44000000,44200000,44220000,44221230
Garage doors,44000000,44200000,44220000,44221240
Gates,44000000,44200000,44220000,44221300
Access gates,44000000,44200000,44220000,44221310
Shutters,44000000,44200000,44220000,44221400
Thresholds,44000000,44200000,44220000,44221500
Builders' carpentry,44000000,44200000,44230000,
Made-up fencing panels,44000000,44200000,44230000,44231000
Timber roof trusses,44000000,44200000,44230000,44232000
Staircases,44000000,44200000,44230000,44233000
"Cable, wire and related products",44000000,44300000,,
Wire products,44000000,44300000,44310000,
Stranded wire,44000000,44300000,44310000,44311000
Fencing wire,44000000,44300000,44310000,44312000
Barbed wire,44000000,44300000,44310000,44312300
Metal netting,44000000,44300000,44310000,44313000
Wire-mesh fencing,44000000,44300000,44310000,44313100
Wire cloth,44000000,44300000,44310000,44313200
Wire rods,44000000,44300000,44310000,44315000
Welding accessories,44000000,44300000,44310000,44315100
Welding materials,44000000,44300000,44310000,44315200
Soldering or brazing materials,44000000,44300000,44310000,44315300
Soldering materials,44000000,44300000,44310000,44315310
Brazing materials,44000000,44300000,44310000,44315320
Ironmongery,44000000,44300000,44310000,44316000
Anvils,44000000,44300000,44310000,44316100
Portable forge,44000000,44300000,44310000,44316200
Grilles,44000000,44300000,44310000,44316300
Hardware,44000000,44300000,44310000,44316400
Smiths' wares,44000000,44300000,44310000,44316500
Blacksmiths' wares,44000000,44300000,44310000,44316510
Iron or steel slings,44000000,44300000,44310000,44317000
Conductors,44000000,44300000,44310000,44318000
Cable and related products,44000000,44300000,44320000,
Cable,44000000,44300000,44320000,44321000
Cable accessories,44000000,44300000,44320000,44322000
Cable conduits,44000000,44300000,44320000,44322100
Cable connectors,44000000,44300000,44320000,44322200
Cable ducts,44000000,44300000,44320000,44322300
Cable fasteners,44000000,44300000,44320000,44322400
"Bars, rods, wire and profiles used in construction",44000000,44300000,44330000,
Bars,44000000,44300000,44330000,44331000
Rods (construction),44000000,44300000,44330000,44332000
Wire,44000000,44300000,44330000,44333000
Profiles,44000000,44300000,44330000,44334000
Miscellaneous fabricated products and related items,44000000,44400000,,
Articles for the bathroom and kitchen,44000000,44400000,44410000,
Sanitary ware,44000000,44400000,44410000,44411000
Taps,44000000,44400000,44410000,44411100
Baths,44000000,44400000,44410000,44411200
Washbasins,44000000,44400000,44410000,44411300
Shower basins,44000000,44400000,44410000,44411400
Bidets,44000000,44400000,44410000,44411600
"Lavatory seats, covers, bowls and cisterns",44000000,44400000,44410000,44411700
Lavatory seats,44000000,44400000,44410000,44411710
Lavatory covers,44000000,44400000,44410000,44411720
Lavatory bowls,44000000,44400000,44410000,44411740
Lavatory cisterns,44000000,44400000,44410000,44411750
Urinals,44000000,44400000,44410000,44411800
Goods used in construction,44000000,44400000,44420000,
"Armoured or reinforced safes, strongboxes and doors",44000000,44400000,44420000,44421000
Safes,44000000,44400000,44420000,44421300
Armoured or reinforced doors,44000000,44400000,44420000,44421500
Safe-deposit lockers,44000000,44400000,44420000,44421600
Boxes and lockers,44000000,44400000,44420000,44421700
Left-luggage lockers,44000000,44400000,44420000,44421710
Lockers,44000000,44400000,44420000,44421720
Safe-deposit boxes,44000000,44400000,44420000,44421721
Safety cases,44000000,44400000,44420000,44421722
Deed boxes,44000000,44400000,44420000,44421780
Cash boxes,44000000,44400000,44420000,44421790
Letterboxes,44000000,44400000,44420000,44422000
Miscellaneous articles,44000000,44400000,44420000,44423000
Bells,44000000,44400000,44420000,44423100
Ladders,44000000,44400000,44420000,44423200
Folding steps,44000000,44400000,44420000,44423220
Step stools,44000000,44400000,44420000,44423230
Goods-handling equipment,44000000,44400000,44420000,44423300
Platforms for handling goods,44000000,44400000,44420000,44423330
Wire-rope accessories for handling goods,44000000,44400000,44420000,44423340
Signs and related items,44000000,44400000,44420000,44423400
Nameplates,44000000,44400000,44420000,44423450
Address plates,44000000,44400000,44420000,44423460
Manhole elements,44000000,44400000,44420000,44423700
Surface boxes,44000000,44400000,44420000,44423710
Boundary boxes,44000000,44400000,44420000,44423720
Manhole frames,44000000,44400000,44420000,44423730
Manhole covers,44000000,44400000,44420000,44423740
Drain covers,44000000,44400000,44420000,44423750
Access covers,44000000,44400000,44420000,44423760
Manhole step irons,44000000,44400000,44420000,44423790
Metal stamps,44000000,44400000,44420000,44423800
Rubber stamps,44000000,44400000,44420000,44423810
Shapes,44000000,44400000,44420000,44423850
Sacrificial anodes,44000000,44400000,44420000,44423900
Meter-housing boxes and tape,44000000,44400000,44420000,44424000
Meter-housing boxes,44000000,44400000,44420000,44424100
Adhesive tape,44000000,44400000,44420000,44424200
Reflective tape,44000000,44400000,44420000,44424300
"Rings, seals, bands, sticks and grout packers",44000000,44400000,44420000,44425000
Elastic rings,44000000,44400000,44420000,44425100
Self-adhesive reinforcement rings,44000000,44400000,44420000,44425110
Rubber seals,44000000,44400000,44420000,44425200
Rubber bands,44000000,44400000,44420000,44425300
Grout packers,44000000,44400000,44420000,44425400
Plastic sticks,44000000,44400000,44420000,44425500
Armour plating,44000000,44400000,44430000,
Cover plates,44000000,44400000,44430000,44431000
Bearings,44000000,44400000,44440000,
Microbeads,44000000,44400000,44440000,44441000
Roller bearings,44000000,44400000,44440000,44442000
Mild steel,44000000,44400000,44450000,
Coin blanks,44000000,44400000,44450000,44451000
Coin boxes,44000000,44400000,44450000,44452000
Props and mining struts,44000000,44400000,44460000,
Props,44000000,44400000,44460000,44461000
Mine props,44000000,44400000,44460000,44461100
Mining struts,44000000,44400000,44460000,44462000
Caterpillar tracks,44000000,44400000,44460000,44464000
Cast-iron products,44000000,44400000,44470000,
Miscellaneous fire-protection equipment,44000000,44400000,44480000,
Platforms ladders,44000000,44400000,44480000,44481000
Fire ladders,44000000,44400000,44480000,44481100
Fire-protection devices,44000000,44400000,44480000,44482000
Fire hoses,44000000,44400000,44480000,44482100
Fire hydrants,44000000,44400000,44480000,44482200
"Tools, locks, keys, hinges, fasteners, chain and springs",44000000,44500000,,
Tools,44000000,44500000,44510000,
Hand tools,44000000,44500000,44510000,44511000
Spades and shovels,44000000,44500000,44510000,44511100
Spades,44000000,44500000,44510000,44511110
Shovels,44000000,44500000,44510000,44511120
Gardening forks,44000000,44500000,44510000,44511200
"Mattocks, picks, hoes, rakes and beach rakes",44000000,44500000,44510000,44511300
Mattocks,44000000,44500000,44510000,44511310
Picks,44000000,44500000,44510000,44511320
Hoes,44000000,44500000,44510000,44511330
Rakes,44000000,44500000,44510000,44511340
Beach rakes,44000000,44500000,44510000,44511341
Axes,44000000,44500000,44510000,44511400
Hand saws,44000000,44500000,44510000,44511500
Handsaw blades,44000000,44500000,44510000,44511510
Miscellaneous hand tools,44000000,44500000,44510000,44512000
Chisels,44000000,44500000,44510000,44512100
Pliers,44000000,44500000,44510000,44512200
Crimping pliers,44000000,44500000,44510000,44512210
Hammers,44000000,44500000,44510000,44512300
Wire grips,44000000,44500000,44510000,44512400
Spanners,44000000,44500000,44510000,44512500
Roadworking tools,44000000,44500000,44510000,44512600
Spikes for piercing road surfaces,44000000,44500000,44510000,44512610
Files or rasps,44000000,44500000,44510000,44512700
Screwdrivers,44000000,44500000,44510000,44512800
"Drill bits, screwdriver bits and other accessories",44000000,44500000,44510000,44512900
Drill bits,44000000,44500000,44510000,44512910
Screwdriver bits,44000000,44500000,44510000,44512920
Tool carriers,44000000,44500000,44510000,44512930
Tool kits,44000000,44500000,44510000,44512940
Treadle-operated tools,44000000,44500000,44510000,44513000
Tool handles and tool parts,44000000,44500000,44510000,44514000
Tool handles,44000000,44500000,44510000,44514100
Tool parts,44000000,44500000,44510000,44514200
"Locks, keys and hinges",44000000,44500000,44520000,
Miscellaneous padlocks and locks,44000000,44500000,44520000,44521000
Locks,44000000,44500000,44520000,44521100
Door locks,44000000,44500000,44520000,44521110
Electronic security lock,44000000,44500000,44520000,44521120
Enhanced security lock,44000000,44500000,44520000,44521130
Furniture locks,44000000,44500000,44520000,44521140
Padlocks and chains,44000000,44500000,44520000,44521200
Padlocks,44000000,44500000,44520000,44521210
"Clasps, lock parts and keys",44000000,44500000,44520000,44522000
Clasps,44000000,44500000,44520000,44522100
Keys,44000000,44500000,44520000,44522200
Parts of padlocks,44000000,44500000,44520000,44522300
Parts of locks,44000000,44500000,44520000,44522400
"Hinges, mountings and fittings",44000000,44500000,44520000,44523000
Hinges,44000000,44500000,44520000,44523100
Mountings,44000000,44500000,44520000,44523200
Fittings,44000000,44500000,44520000,44523300
Fasteners,44000000,44500000,44530000,
Threaded fasteners,44000000,44500000,44530000,44531000
Wood screws,44000000,44500000,44530000,44531100
Screw hooks or screw rings,44000000,44500000,44530000,44531200
Self-tapping screws,44000000,44500000,44530000,44531300
Bolts,44000000,44500000,44530000,44531400
Flange jointing sets,44000000,44500000,44530000,44531500
Bolts and screws,44000000,44500000,44530000,44531510
Coach bolts and screws,44000000,44500000,44530000,44531520
Nuts,44000000,44500000,44530000,44531600
Iron or steel threaded articles,44000000,44500000,44530000,44531700
Non-threaded fasteners,44000000,44500000,44530000,44532000
Rivets,44000000,44500000,44530000,44532100
Washers,44000000,44500000,44530000,44532200
Cotter pins,44000000,44500000,44530000,44532300
Steel fishplates,44000000,44500000,44530000,44532400
Copper fasteners,44000000,44500000,44530000,44533000
Chain,44000000,44500000,44540000,
Articulated chain,44000000,44500000,44540000,44541000
Parts of chain,44000000,44500000,44540000,44542000
Springs,44000000,44500000,44550000,
"Tanks, reservoirs and containers; central-heating radiators and boilers",44000000,44600000,,
"Tanks, reservoirs, containers and pressure vessels",44000000,44600000,44610000,
Tanks,44000000,44600000,44610000,44611000
Air cylinders,44000000,44600000,44610000,44611100
Compressed-air cylinders,44000000,44600000,44610000,44611110
Breathing apparatus,44000000,44600000,44610000,44611200
Storage tanks,44000000,44600000,44610000,44611400
Oil-storage tanks,44000000,44600000,44610000,44611410
Sludge-storage tanks,44000000,44600000,44610000,44611420
Water tanks,44000000,44600000,44610000,44611500
Reservoirs,44000000,44600000,44610000,44611600
Liquefied-gas containers,44000000,44600000,44610000,44612000
Gas cylinders,44000000,44600000,44610000,44612100
Gas tanks,44000000,44600000,44610000,44612200
Large containers,44000000,44600000,44610000,44613000
Silos,44000000,44600000,44610000,44613110
Refrigerated containers,44000000,44600000,44610000,44613200
Water chambers,44000000,44600000,44610000,44613210
Standard freight containers,44000000,44600000,44610000,44613300
Storage containers,44000000,44600000,44610000,44613400
Water containers,44000000,44600000,44610000,44613500
Wheeled containers,44000000,44600000,44610000,44613600
Refuse skips,44000000,44600000,44610000,44613700
Containers for waste material,44000000,44600000,44610000,44613800
Casks,44000000,44600000,44610000,44614000
Storage bins,44000000,44600000,44610000,44614100
Container storage system,44000000,44600000,44610000,44614300
Stacking machinery,44000000,44600000,44610000,44614310
Pressure vessels,44000000,44600000,44610000,44615000
Steel pressure vessels,44000000,44600000,44610000,44615100
Drums,44000000,44600000,44610000,44616000
Waste drums,44000000,44600000,44610000,44616200
Boxes,44000000,44600000,44610000,44617000
Cartons,44000000,44600000,44610000,44617100
Meter housings,44000000,44600000,44610000,44617200
Prefabricated boxes,44000000,44600000,44610000,44617300
"Light containers, corks, tops for containers, vats and lids",44000000,44600000,44610000,44618000
Light containers,44000000,44600000,44610000,44618100
"Corks, stoppers, tops for containers and lids",44000000,44600000,44610000,44618300
Corks,44000000,44600000,44610000,44618310
Stoppers,44000000,44600000,44610000,44618320
Tops for containers,44000000,44600000,44610000,44618330
Lids,44000000,44600000,44610000,44618340
Plastic caps,44000000,44600000,44610000,44618350
Cans,44000000,44600000,44610000,44618400
Food cans,44000000,44600000,44610000,44618420
Vats,44000000,44600000,44610000,44618500
Other containers,44000000,44600000,44610000,44619000
Cases,44000000,44600000,44610000,44619100
Cable drums,44000000,44600000,44610000,44619200
Crates,44000000,44600000,44610000,44619300
Barrels,44000000,44600000,44610000,44619400
Pallet boxes,44000000,44600000,44610000,44619500
Central-heating radiators and boilers and parts,44000000,44600000,44620000,
Radiators and boilers,44000000,44600000,44620000,44621000
Radiators,44000000,44600000,44620000,44621100
Central-heating radiators,44000000,44600000,44620000,44621110
Non-electrically-heated central-heating radiators,44000000,44600000,44620000,44621111
Parts of central-heating radiators,44000000,44600000,44620000,44621112
Boilers,44000000,44600000,44620000,44621200
Water boilers,44000000,44600000,44620000,44621210
Central-heating boilers,44000000,44600000,44620000,44621220
Parts of central-heating boilers,44000000,44600000,44620000,44621221
Heat-recovery systems,44000000,44600000,44620000,44622000
Heat-recovery equipment,44000000,44600000,44620000,44622100
"Paints, varnishes and mastics",44000000,44800000,,
Paints,44000000,44800000,44810000,
Road paint,44000000,44800000,44810000,44811000
Artists' paints,44000000,44800000,44810000,44812000
Enamels and glazes,44000000,44800000,44810000,44812100
Oil and water paints,44000000,44800000,44810000,44812200
Oil paints,44000000,44800000,44810000,44812210
Water paints,44000000,44800000,44810000,44812220
Students' paints,44000000,44800000,44810000,44812300
Colours in sets,44000000,44800000,44810000,44812310
Signboard painters' colours,44000000,44800000,44810000,44812320
Decorating supplies,44000000,44800000,44810000,44812400
Varnishes,44000000,44800000,44820000,
"Mastics, fillers, putty and solvents",44000000,44800000,44830000,
"Mastics, fillers, putty",44000000,44800000,44830000,44831000
Mastics,44000000,44800000,44830000,44831100
Fillers,44000000,44800000,44830000,44831200
Putty,44000000,44800000,44830000,44831300
Grout,44000000,44800000,44830000,44831400
Solvents,44000000,44800000,44830000,44832000
Paint stripper,44000000,44800000,44830000,44832100
Thinners,44000000,44800000,44830000,44832200
"Stone for construction, limestone, gypsum and slate",44000000,44900000,,
Stone for construction,44000000,44900000,44910000,
Marble and calcarous building stone,44000000,44900000,44910000,44911000
Marble,44000000,44900000,44910000,44911100
Travertine,44000000,44900000,44910000,44911200
Miscellaneous building stone,44000000,44900000,44910000,44912000
Granite,44000000,44900000,44910000,44912100
Sandstone,44000000,44900000,44910000,44912200
Basalt,44000000,44900000,44910000,44912300
Kerbstones,44000000,44900000,44910000,44912400
"Limestone, gypsum and chalk",44000000,44900000,44920000,
Limestone and gypsum,44000000,44900000,44920000,44921000
Gypsum,44000000,44900000,44920000,44921100
Lime,44000000,44900000,44920000,44921200
Powdered lime,44000000,44900000,44920000,44921210
Limestone,44000000,44900000,44920000,44921300
Chalk and dolomite,44000000,44900000,44920000,44922000
Chalk,44000000,44900000,44920000,44922100
Dolomite,44000000,44900000,44920000,44922200
Slate,44000000,44900000,44930000,
Construction work,45000000,,,
Site preparation work,45000000,45100000,,
Building demolition and wrecking work and earthmoving work,45000000,45100000,45110000,
"Demolition, site preparation and clearance work",45000000,45100000,45110000,45111000
Demolition work,45000000,45100000,45110000,45111100
Site preparation and clearance work,45000000,45100000,45110000,45111200
Blasting and associated rock-removal work,45000000,45100000,45110000,45111210
Blasting work,45000000,45100000,45110000,45111211
Rock-removal work,45000000,45100000,45110000,45111212
Site-clearance work,45000000,45100000,45110000,45111213
Blast-clearing work,45000000,45100000,45110000,45111214
Scrub-removal work,45000000,45100000,45110000,45111220
Ground-stabilisation work,45000000,45100000,45110000,45111230
Ground-drainage work,45000000,45100000,45110000,45111240
Ground investigation work,45000000,45100000,45110000,45111250
Site-preparation work for mining,45000000,45100000,45110000,45111260
Primary works for services,45000000,45100000,45110000,45111290
Site-development work,45000000,45100000,45110000,45111291
Dismantling works,45000000,45100000,45110000,45111300
Dismantling works for military installations,45000000,45100000,45110000,45111310
Dismantling works for security installations,45000000,45100000,45110000,45111320
Excavating and earthmoving work,45000000,45100000,45110000,45112000
Trench-digging work,45000000,45100000,45110000,45112100
Soil-stripping work,45000000,45100000,45110000,45112200
Topsoil-stripping work,45000000,45100000,45110000,45112210
Infill and land-reclamation work,45000000,45100000,45110000,45112300
Infill work,45000000,45100000,45110000,45112310
Land-reclamation work,45000000,45100000,45110000,45112320
Site-reclamation work,45000000,45100000,45110000,45112330
Soil-decontamination work,45000000,45100000,45110000,45112340
Reclamation of waste land,45000000,45100000,45110000,45112350
Land rehabilitation work,45000000,45100000,45110000,45112360
Excavating work,45000000,45100000,45110000,45112400
Grave-digging work,45000000,45100000,45110000,45112410
Basement excavation work,45000000,45100000,45110000,45112420
Terracing of hillsides,45000000,45100000,45110000,45112440
Terracing work,45000000,45100000,45110000,45112441
Excavation work at archaeological sites,45000000,45100000,45110000,45112450
Earthmoving work,45000000,45100000,45110000,45112500
Cut and fill,45000000,45100000,45110000,45112600
Landscaping work,45000000,45100000,45110000,45112700
Landscaping work for green areas,45000000,45100000,45110000,45112710
Landscaping work for parks,45000000,45100000,45110000,45112711
Landscaping work for gardens,45000000,45100000,45110000,45112712
Landscaping work for roof gardens,45000000,45100000,45110000,45112713
Landscaping work for cemeteries,45000000,45100000,45110000,45112714
Landscaping work for sports grounds and recreational areas,45000000,45100000,45110000,45112720
Landscaping work for golf courses,45000000,45100000,45110000,45112721
Landscaping work for riding areas,45000000,45100000,45110000,45112722
Landscaping work for playgrounds,45000000,45100000,45110000,45112723
Landscaping work for roads and motorways,45000000,45100000,45110000,45112730
Landscaping work for airports,45000000,45100000,45110000,45112740
Siteworks,45000000,45100000,45110000,45113000
Test drilling and boring work,45000000,45100000,45120000,
Test drilling work,45000000,45100000,45120000,45121000
Test boring work,45000000,45100000,45120000,45122000
Works for complete or part construction and civil engineering work,45000000,45200000,,
Building construction work,45000000,45200000,45210000,
